name,vintage,varietal,location,price,score,prediction,difference,bordeauxBlends,syrah,pinot,italy,france,australia
Innocent Bystander Shiraz,2010,Syrah/Shiraz,Australia,21.99,87,92.40825,-5.40825,0,1,0,0,0,1
Jean-Louis Chave Hermitage,2008,Syrah/Shiraz,Hermitage, Rhone, France,209.00,90,94.21681,-4.21681,0,1,0,0,1,0
Maculan Brentino,2009,Bordeaux Red Blends,Veneto, Italy,19.99,90,91.47128,-1.47128,1,0,0,1,0,0
Chateau Cambon La Pelouse Haut-Medoc Cru Bourgeois Superieur,2009,Bordeaux Red Blends,Medoc, Bordeaux, France,23.99,90,91.87498,-1.87498,1,0,0,0,1,0
Two Hands Bella's Garden Shiraz,2010,Syrah/Shiraz,Barossa Valley, Barossa, Australia,74.99,95,92.86122,2.13878,0,1,0,0,0,1
Torbreck The Struie,2007,Syrah/Shiraz,Barossa Valley, Barossa, Australia,49.99,92,92.64755,-0.64755,0,1,0,0,0,1
Torbreck Woodcutters Shiraz,2010,Syrah/Shiraz,Barossa Valley, Barossa, Australia,21.99,91,92.40825,-1.40825,0,1,0,0,0,1
Mollydooker Blue Eyed Boy Shiraz,2010,Syrah/Shiraz,Australia,39.99,93,92.56209,0.43791,0,1,0,0,0,1
Glaetzer Amon Ra Shiraz,2010,Syrah/Shiraz,Barossa Valley, Barossa, Australia,99.00,97,93.06642,3.93358,0,1,0,0,0,1
Delas Hermitage Domaine des Tourette,2009,Syrah/Shiraz,Hermitage, Rhone, France,89.99,98,93.19968,4.80032,0,1,0,0,1,0
Delas Saint-Joseph Sainte-Epine,2009,Syrah/Shiraz,Rhone, France,38.97,95,92.76363,2.23637,0,1,0,0,1,0
Delas Saint-Joseph Francois de Tournon,2009,Syrah/Shiraz,Rhone, France,19.99,93,92.60141,0.39859,0,1,0,0,1,0
The Winner's Tank Shiraz,2009,Syrah/Shiraz,Australia,9.97,88,92.30552,-4.30552,0,1,0,0,0,1
Jermann Red Angel in the Moonlight Pinot Noir,2007,Pinot Noir,Friuli-Venezia Giulia, Italy,38.99,89,90.66155,-1.66155,0,0,1,1,0,0
Kilikanoon Covenant Shiraz,2007,Syrah/Shiraz,Clare Valley, Australia,39.99,92,92.56209,-0.56209,0,1,0,0,0,1
M. Chapoutier Crozes-Hermitage La Petite Ruche Rouge,2009,Syrah/Shiraz,Rhone, France,26.99,90,92.66124,-2.66124,0,1,0,0,1,0
Occam's Razor Heathcote Shiraz,2008,Syrah/Shiraz,Australia,46.99,91,92.62192,-1.62192,0,1,0,0,0,1
Henry's Drive Reserve Shiraz,2007,Syrah/Shiraz,Australia,42.99,92,92.58772,-0.58772,0,1,0,0,0,1
Coldstream Hills Pinot Noir,2008,Pinot Noir,Yarra Valley, Australia,24.99,90,90.70116,-0.70116,0,0,1,0,0,1
Pirie Tasmania South Pinot Noir,2009,Pinot Noir,Australia,18.99,90,90.64989,-0.64989,0,0,1,0,0,1
Tahbilk Shiraz,2007,Syrah/Shiraz,Australia,18.99,92,92.38261,-0.38261,0,1,0,0,0,1
Tahbilk Shiraz,2008,Syrah/Shiraz,Australia,13.99,91,92.33987,-1.33987,0,1,0,0,0,1
Tahbilk Shiraz,2006,Syrah/Shiraz,Australia,18.29,92,92.37663,-0.37663,0,1,0,0,0,1
Chateau Branaire-Ducru,2009,Bordeaux Red Blends,St. Julien, Bordeaux, France,109.99,94,92.60999,1.39001,1,0,0,0,1,0
Chateau Cap de Faugeres,2009,Bordeaux Red Blends,Cotes de Castillon, Bordeaux, France,19.99,91,91.84080,-0.84080,1,0,0,0,1,0
Clos Fourtet,2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,349.97,100,94.66101,5.33899,1,0,0,0,1,0
Chateau d'Armailhac,2009,Bordeaux Red Blends,Pauillac, Bordeaux, France,65.99,91,92.23394,-1.23394,1,0,0,0,1,0
Chateau Giscours,2009,Bordeaux Red Blends,Margaux, Bordeaux, France,89.97,94,92.43889,1.56111,1,0,0,0,1,0
Chateau Talbot,2009,Bordeaux Red Blends,St. Julien, Bordeaux, France,73.99,91,92.30231,-1.30231,1,0,0,0,1,0
Chateau Lilian Ladouys,2009,Bordeaux Red Blends,St. Estephe, Bordeaux, France,27.99,90,91.90916,-1.90916,1,0,0,0,1,0
Tardieu-Laurent Crozes-Hermitage Vieilles Vignes,2009,Syrah/Shiraz,Hermitage, Rhone, France,32.99,93,92.71251,0.28749,0,1,0,0,1,0
M. Chapoutier Hermitage Monier de la Sizeranne,2007,Syrah/Shiraz,Hermitage, Rhone, France,125.00,93,93.49889,-0.49889,0,1,0,0,1,0
Guigal Saint-Joseph Rouge,2007,Syrah/Shiraz,Rhone, France,28.99,91,92.67833,-1.67833,0,1,0,0,1,0
Antinori Villa Toscana,2008,Tuscan Blends,Tuscany, Italy,19.97,90,91.47112,-1.47112,1,0,0,1,0,0
Shirvington Shiraz,2008,Syrah/Shiraz,McLaren Vale, Australia,62.99,92,92.75867,-0.75867,0,1,0,0,0,1
Orma Toscana,2008,Bordeaux Red Blends,Tuscany, Italy,59.49,93,91.80887,1.19113,1,0,0,1,0,0
Ferraton Pere & Fils La Matiniere Crozes Hermitage Rouge,2009,Syrah/Shiraz,Hermitage, Rhone, France,17.99,90,92.58431,-2.58431,0,1,0,0,1,0
Domaine de la Romanee Conti Vosne Romanee,1999,Pinot Noir,Burgundy, France,599.00,92,95.81728,-3.81728,0,0,1,0,1,0
The Lucky Country Shiraz,2010,Syrah/Shiraz,McLaren Vale, Australia,19.99,89,92.39116,-3.39116,0,1,0,0,0,1
Henry's Drive Shiraz,2007,Syrah/Shiraz,Australia,24.99,91,92.43388,-1.43388,0,1,0,0,0,1
Chateau Pipeau,2008,Bordeaux Red Blends,St. Emilion, Bordeaux, France,29.99,90,91.92626,-1.92626,1,0,0,0,1,0
Oliverhill Red Silk Shiraz,2010,Syrah/Shiraz,McLaren Vale, Australia,19.99,91,92.39116,-1.39116,0,1,0,0,0,1
Jerome Chezeaux Clos Vougeot Grand Cru,2009,Pinot Noir,Burgundy, France,115.00,95,91.68069,3.31931,0,0,1,0,1,0
Jerome Chezeaux Clos Vougeot Grand Cru,2008,Pinot Noir,Burgundy, France,99.00,95,91.54395,3.45605,0,0,1,0,1,0
Jerome Chezeaux Vosne-Romanee Premier Crus Les Suchots,2008,Pinot Noir,Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France,99.97,95,91.55225,3.44775,0,0,1,0,1,0
Jerome Chezeaux Vosne-Romanee Premier Crus Les Suchots,2009,Pinot Noir,Burgundy, France,99.00,94,91.54395,2.45605,0,0,1,0,1,0
Delas Crozes-Hermitage Le Clos,2009,Syrah/Shiraz,Rhone, France,54.99,93,92.90054,0.09946,0,1,0,0,1,0
Elderton Shiraz,2009,Syrah/Shiraz,Barossa Valley, Barossa, Australia,24.99,90,92.43388,-2.43388,0,1,0,0,0,1
Chateau Croix Mouton Bordeaux Superior,2010,Bordeaux Red Blends,Bordeaux, France,25.99,90,91.89207,-1.89207,1,0,0,0,1,0
Tahbilk 1860 Vines Shiraz,2006,Syrah/Shiraz,Australia,149.99,96,93.50221,2.49779,0,1,0,0,0,1
Ross Estate Lights Out Shiraz,2008,Syrah/Shiraz,Barossa Valley, Barossa, Australia,14.97,87,92.34825,-5.34825,0,1,0,0,0,1
Falesco Marciliano,2007,Bordeaux Red Blends,Italy,45.99,90,91.69350,-1.69350,1,0,0,1,0,0
Chateau Beychevelle,1986,Bordeaux Red Blends,St. Julien, Bordeaux, France,119.97,92,92.69529,-0.69529,1,0,0,0,1,0
Chateau La Fleur de Bouard Le Plus,2000,Bordeaux Red Blends,Pomerol, Bordeaux, France,399.97,99,95.08835,3.91165,1,0,0,0,1,0
Chateau Branon,2009,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,149.97,98,92.95169,5.04831,1,0,0,0,1,0
Two Hands Ares Shiraz,2006,Syrah/Shiraz,Barossa Valley, Barossa, Australia,219.00,97,94.09203,2.90797,0,1,0,0,0,1
Chateau La Fleur de Bouard Lalande de Pomerol,2009,Bordeaux Red Blends,Pomerol, Bordeaux, France,39.99,93,92.01173,0.98827,1,0,0,0,1,0
La Tour du Pin,2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,44.99,90,92.05446,-2.05446,1,0,0,0,1,0
Vieux Chateau Certan,2009,Bordeaux Red Blends,Pomerol, Bordeaux, France,399.00,99,95.08006,3.91994,1,0,0,0,1,0
Tait The Ball Buster,2010,Syrah/Shiraz,Barossa Valley, Barossa, Australia,14.99,90,92.34842,-2.34842,0,1,0,0,0,1
Jip Jip Rocks Shiraz,2010,Syrah/Shiraz,Australia,14.99,89,92.34842,-3.34842,0,1,0,0,0,1
Ross Estate Lights Out Shiraz,2006,Syrah/Shiraz,Barossa Valley, Barossa, Australia,19.99,88,92.39116,-4.39116,0,1,0,0,0,1
Wishing Tree Shiraz,2008,Syrah/Shiraz,Australia,13.99,89,92.33987,-3.33987,0,1,0,0,0,1
Clos L'Eglise Pomerol,2009,Bordeaux Red Blends,Pomerol, Bordeaux, France,269.00,98,93.96899,4.03101,1,0,0,0,1,0
Domaine des Comtes Lafon Volnay Santenots-du-Milieu,2006,Pinot Noir,Volnay, Cote de Beaune, Cote d'Or, Burgundy, France,149.99,91,91.97974,-0.97974,0,0,1,0,1,0
Domaine des Comtes Lafon Volnay Santenots-du-Milieu,2007,Pinot Noir,Volnay, Cote de Beaune, Cote d'Or, Burgundy, France,134.99,91,91.85155,-0.85155,0,0,1,0,1,0
John Duval Entity Shiraz,2009,Syrah/Shiraz,Barossa Valley, Barossa, Australia,46.99,94,92.62192,1.37808,0,1,0,0,0,1
Chateau Ferrand Lartigue,2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,29.99,90,91.92626,-1.92626,1,0,0,0,1,0
Penfolds Thomas Hyland Shiraz,2010,Syrah/Shiraz,Australia,14.99,90,92.34842,-2.34842,0,1,0,0,0,1
Small Gully The Formula Robert’s Shiraz,2006,Syrah/Shiraz,Australia,17.99,90,92.37406,-2.37406,0,1,0,0,0,1
Tenuta San Leonardo Terre di San Leonardo,2008,Bordeaux Red Blends,Trentino-Alto Adige, Italy,19.99,90,91.47128,-1.47128,1,0,0,1,0,0
Domaine Fourrier Gevrey-Chambertin Aux Echezeaux,2009,Pinot Noir,Burgundy, France,69.99,91,91.29601,-0.29601,0,0,1,0,1,0
Domaine Fourrier Vougeot Les Petits Vougeot,2009,Pinot Noir,Burgundy, France,119.00,93,91.71489,1.28511,0,0,1,0,1,0
Les Forts de Latour,2001,Bordeaux Red Blends,Pauillac, Bordeaux, France,259.00,90,93.88353,-3.88353,1,0,0,0,1,0
Chateau Fontenil,2009,Bordeaux Red Blends,Fronsac, Bordeaux, France,34.99,92,91.96899,0.03101,1,0,0,0,1,0
Chateau de Chantegrive,2009,Bordeaux Red Blends,Graves, Bordeaux, France,21.99,90,91.85789,-1.85789,1,0,0,0,1,0
Chateau La Vieille Cure,2009,Bordeaux Red Blends,Fronsac, Bordeaux, France,29.99,93,91.92626,1.07374,1,0,0,0,1,0
Chateau Barde Haut,2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,69.97,94,92.26796,1.73204,1,0,0,0,1,0
Chateau de Reignac Bordeaux Superieur,2006,Bordeaux Red Blends,Bordeaux, France,29.97,91,91.92609,-0.92609,1,0,0,0,1,0
Meo-Camuzet Clos de Vougeot,2008,Pinot Noir,Burgundy, France,179.99,92,92.23615,-0.23615,0,0,1,0,1,0
Delas Cornas Chante-Perdrix,2009,Syrah/Shiraz,Cornas, Rhone, France,64.99,93,92.98601,0.01399,0,1,0,0,1,0
Delas Cote Rotie Seigneur de Maugiron,2009,Syrah/Shiraz,Cote Rotie, Rhone, France,86.99,93,93.17403,-0.17403,0,1,0,0,1,0
Delas Crozes-Hermitage Domaine des Grands Chemins,2009,Syrah/Shiraz,Rhone, France,33.99,92,92.72105,-0.72105,0,1,0,0,1,0
Chateau Monbousquet (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Emilion, Bordeaux, France,44.99,93,92.05446,0.94554,1,0,0,0,1,0
Gotham McLaren Vale Shiraz,2009,Syrah/Shiraz,McLaren Vale, Australia,17.99,90,92.37406,-2.37406,0,1,0,0,0,1
Chateau Beychevelle (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Julien, Bordeaux, France,75.99,91,92.31941,-1.31941,1,0,0,0,1,0
Chateau Faugeres (Futures Pre-sale),2011,Bordeaux Red Blends,St. Emilion, Bordeaux, France,32.99,93,91.95190,1.04810,1,0,0,0,1,0
Chateau Palmer Alter Ego de Palmer (Futures Pre-sale),2011,Bordeaux Red Blends,Margaux, Bordeaux, France,64.99,90,92.22540,-2.22540,1,0,0,0,1,0
Chateau Rollan de By (Futures Pre-sale),2011,Bordeaux Red Blends,Medoc, Bordeaux, France,19.99,90,91.84080,-1.84080,1,0,0,0,1,0
Chateau Leoville Poyferre (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Julien, Bordeaux, France,82.99,94,92.37923,1.62077,1,0,0,0,1,0
Chateau Fonplegade (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Emilion, Bordeaux, France,36.99,94,91.98608,2.01392,1,0,0,0,1,0
Domaine de Chevalier (Futures Pre-Sale),2011,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,49.99,94,92.09720,1.90280,1,0,0,0,1,0
Chateau Cos d'Estournel (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Estephe, Bordeaux, France,174.00,94,93.15706,0.84294,1,0,0,0,1,0
Chateau Certan de May (Futures Pre-sale),2011,Bordeaux Red Blends,Pomerol, Bordeaux, France,84.99,91,92.39633,-1.39633,1,0,0,0,1,0
Chateau Leoville Las Cases (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Julien, Bordeaux, France,159.99,95,93.03732,1.96268,1,0,0,0,1,0
Chateau Magdelaine (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Emilion, Bordeaux, France,72.99,90,92.29376,-2.29376,1,0,0,0,1,0
Chateau Pontet-Canet (Futures Pre-Sale),2011,Bordeaux Red Blends,Pauillac, Bordeaux, France,114.00,95,92.64426,2.35574,1,0,0,0,1,0
Chateau Fleur Cardinale (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Emilion, Bordeaux, France,36.99,94,91.98608,2.01392,1,0,0,0,1,0
Chateau La Tour Carnet (Futures Pre-Sale),2011,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,34.99,92,91.96899,0.03101,1,0,0,0,1,0
Chateau Haut-Brion (Futures Pre-Sale),2011,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,549.00,95,96.36206,-1.36206,1,0,0,0,1,0
Chateau Lafite Rothschild (Futures Pre-Sale),2011,Bordeaux Red Blends,Pauillac, Bordeaux, France,699.00,93,97.64405,-4.64405,1,0,0,0,1,0
Chateau Hosanna (Futures Pre-sale),2011,Bordeaux Red Blends,Pomerol, Bordeaux, France,139.00,94,92.85793,1.14207,1,0,0,0,1,0
Chateau Smith Haut Lafitte (Futures Pre-Sale),2011,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,74.99,93,92.31086,0.68914,1,0,0,0,1,0
Chateau Gloria (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Julien, Bordeaux, France,39.99,91,92.01173,-1.01173,1,0,0,0,1,0
Oliverhill Jimmy Section Shiraz,2007,Syrah/Shiraz,McLaren Vale, Australia,13.99,92,92.33987,-0.33987,0,1,0,0,0,1
Kurtz Family Vineyards Lunar Block Shiraz,2005,Syrah/Shiraz,Barossa Valley, Barossa, Australia,49.99,93,92.64755,0.35245,0,1,0,0,0,1
Chateau Prieure-Lichine (Futures Pre-sale),2011,Bordeaux Red Blends,Margaux, Bordeaux, France,46.99,93,92.07156,0.92844,1,0,0,0,1,0
Kurtz Family Vineyards Boundary Row Shiraz,2006,Syrah/Shiraz,Barossa Valley, Barossa, Australia,16.99,91,92.36552,-1.36552,0,1,0,0,0,1
Chateau Leoville Barton (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Julien, Bordeaux, France,72.99,92,92.29376,-0.29376,1,0,0,0,1,0
Chateau Pavie Macquin,2014,Bordeaux Red Blends,St. Emilion, Bordeaux, France,69.99,91,92.26813,-1.26813,1,0,0,0,1,0
Chateau La Mission Haut-Brion (Futures Pre-Sale),2011,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,339.00,95,94.56726,0.43274,1,0,0,0,1,0
Chateau Canon (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Emilion, Bordeaux, France,99.99,93,92.52453,0.47547,1,0,0,0,1,0
Chateau Pichon-Longueville Baron (Futures Pre-Sale),2011,Bordeaux Red Blends,Pauillac, Bordeaux, France,119.00,92,92.68700,-0.68700,1,0,0,0,1,0
Chateau Beausejour Duffau-Lagarrosse (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Emilion, Bordeaux, France,84.99,94,92.39633,1.60367,1,0,0,0,1,0
Chateau Talbot (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Julien, Bordeaux, France,44.99,90,92.05446,-2.05446,1,0,0,0,1,0
Chateau Mouton Rothschild (Futures Pre-Sale),2011,Bordeaux Red Blends,Pauillac, Bordeaux, France,539.00,96,96.27659,-0.27659,1,0,0,0,1,0
Chateau Lynch-Bages (Futures Pre-Sale),2011,Bordeaux Red Blends,Pauillac, Bordeaux, France,109.00,93,92.60153,0.39847,1,0,0,0,1,0
Chateau Montrose (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Estephe, Bordeaux, France,117.00,90,92.66991,-2.66991,1,0,0,0,1,0
Chateau Pape Clement (Futures Pre-Sale),2011,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,99.99,94,92.52453,1.47547,1,0,0,0,1,0
Chateau Lascombes (Futures Pre-Sale),2011,Bordeaux Red Blends,Margaux, Bordeaux, France,72.99,93,92.29376,0.70624,1,0,0,0,1,0
Chateau Angelus (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Emilion, Bordeaux, France,224.00,95,93.58440,1.41560,1,0,0,0,1,0
Chateau Ausone (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Emilion, Bordeaux, France,879.00,100,99.18245,0.81755,1,0,0,0,1,0
Chateau Margaux (Futures Pre-Sale),2011,Bordeaux Red Blends,Margaux, Bordeaux, France,569.00,96,96.53299,-0.53299,1,0,0,0,1,0
Chateau Ducru-Beaucaillou (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Julien, Bordeaux, France,119.00,95,92.68700,2.31300,1,0,0,0,1,0
Chateau Pichon Longueville Comtesse de Lalande (Futures Pre-Sale),2011,Bordeaux Red Blends,Pauillac, Bordeaux, France,109.00,94,92.60153,1.39847,1,0,0,0,1,0
Chateau Saint-Pierre (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Julien, Bordeaux, France,54.99,93,92.13992,0.86008,1,0,0,0,1,0
Chateau Haut-Bailly (Futures Pre-Sale),2011,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,87.99,93,92.42197,0.57803,1,0,0,0,1,0
Chateau Pavie Macquin (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Emilion, Bordeaux, France,64.99,94,92.22540,1.77460,1,0,0,0,1,0
Chateau Duhart-Milon (Futures Pre-sale),2011,Bordeaux Red Blends,Pauillac, Bordeaux, France,94.99,91,92.48180,-1.48180,1,0,0,0,1,0
Chateau Branaire-Ducru (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Julien, Bordeaux, France,49.99,93,92.09720,0.90280,1,0,0,0,1,0
Chateau Malartic-Lagraviere (Futures Pre-Sale),2011,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,45.99,91,92.06300,-1.06300,1,0,0,0,1,0
Chateau Branon (Futures Pre-Sale),2011,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,77.99,93,92.33650,0.66350,1,0,0,0,1,0
Chateau Pavie Decesse (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Emilion, Bordeaux, France,139.00,94,92.85793,1.14207,1,0,0,0,1,0
Chateau Pavie (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Emilion, Bordeaux, France,179.00,95,93.19980,1.80020,1,0,0,0,1,0
Chateau L'Evangile (Futures Pre-Sale),2011,Bordeaux Red Blends,Pomerol, Bordeaux, France,159.99,90,93.03732,-3.03732,1,0,0,0,1,0
Clos Fourtet (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Emilion, Bordeaux, France,79.99,94,92.35359,1.64641,1,0,0,0,1,0
Vieux Chateau Certan (Futures Pre-Sale),2011,Bordeaux Red Blends,Pomerol, Bordeaux, France,159.00,96,93.02887,2.97113,1,0,0,0,1,0
Chateau Palmer (Futures Pre-sale),2011,Bordeaux Red Blends,Margaux, Bordeaux, France,259.00,94,93.88353,0.11647,1,0,0,0,1,0
Chateau de Fieuzal (Futures Pre-sale),2011,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,36.99,91,91.98608,-0.98608,1,0,0,0,1,0
Domaine Bertagna Corton les Grandes Lolieres,2005,Pinot Noir,Burgundy, France,159.00,90,92.05675,-2.05675,0,0,1,0,1,0
Chateau LaTour-Martillac,2009,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,44.99,93,92.05446,0.94554,1,0,0,0,1,0
Chateau Monbousquet,2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,69.97,93,92.26796,0.73204,1,0,0,0,1,0
I Greppi Bolgheri Superiore Greppicaia,2004,Bordeaux Red Blends,Tuscany, Italy,55.99,90,91.77896,-1.77896,1,0,0,1,0,0
Capezzana Barco Reale,2009,Tuscan Blends,Tuscany, Italy,14.99,88,91.42854,-3.42854,1,0,0,1,0,0
Chateau Kirwan,2009,Bordeaux Red Blends,Margaux, Bordeaux, France,129.00,92,92.77246,-0.77246,1,0,0,0,1,0
Torbreck The Factor Shiraz,2007,Syrah/Shiraz,Barossa Valley, Barossa, Australia,99.00,90,93.06642,-3.06642,0,1,0,0,0,1
Jermann Red Angel in the Moonlight Pinot Noir,2009,Pinot Noir,Friuli-Venezia Giulia, Italy,29.99,92,90.58463,1.41537,0,0,1,1,0,0
Chateau Gazin (Futures Pre-Sale),2011,Bordeaux Red Blends,Pomerol, Bordeaux, France,69.99,91,92.26813,-1.26813,1,0,0,0,1,0
Chateau Lilian Ladouys (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Estephe, Bordeaux, France,19.99,93,91.84080,1.15920,1,0,0,0,1,0
Saint Cosme Saint-Joseph,2010,Syrah/Shiraz,Rhone, France,34.99,94,92.72961,1.27039,0,1,0,0,1,0
Yalumba Hand Picked Barossa Shiraz/Viognier,2008,Syrah/Shiraz,Barossa Valley, Barossa, Australia,29.99,90,92.47662,-2.47662,0,1,0,0,0,1
Chateau La Vieille Cure (Futures Pre-sale),2011,Bordeaux Red Blends,Fronsac, Bordeaux, France,19.99,92,91.84080,0.15920,1,0,0,0,1,0
Chateau Brown (Futures Pre-Sale),2011,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,25.99,90,91.89207,-1.89207,1,0,0,0,1,0
Chateau du Gaby (Futures Pre-sale),2011,Bordeaux Red Blends,Fronsac, Bordeaux, France,17.99,92,91.82370,0.17630,1,0,0,0,1,0
Chateau Margaux Pavillon Rouge (Futures Pre-Sale),2011,Bordeaux Red Blends,Margaux, Bordeaux, France,147.00,93,92.92630,0.07370,1,0,0,0,1,0
Elderton Command Shiraz,2007,Syrah/Shiraz,Barossa Valley, Barossa, Australia,95.00,95,93.03224,1.96776,0,1,0,0,0,1
Chateau Peby Faugeres (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Emilion, Bordeaux, France,94.99,94,92.48180,1.51820,1,0,0,0,1,0
Chateau Mouton Rothschild,2009,Bordeaux Red Blends,Pauillac, Bordeaux, France,899.99,99,99.36184,-0.36184,1,0,0,0,1,0
Chateau Lafon-Rochet (Futures Pre-sale),2011,Bordeaux Red Blends,St. Estephe, Bordeaux, France,41.99,90,92.02882,-2.02882,1,0,0,0,1,0
Chateau Calon-Segur,2011,Bordeaux Red Blends,St. Estephe, Bordeaux, France,78.99,90,92.34505,-2.34505,1,0,0,0,1,0
Chateau LaTour-Martillac (Futures Pre-Sale),2011,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,29.99,90,91.92626,-1.92626,1,0,0,0,1,0
Chateau de Carles Haut-Carles (Futures Pre-sale),2011,Bordeaux Red Blends,Fronsac, Bordeaux, France,27.99,91,91.90916,-0.90916,1,0,0,0,1,0
Chateau Magrez Fombrauge (Futures Pre-sale),2011,Bordeaux Red Blends,St. Emilion, Bordeaux, France,129.00,95,92.77246,2.22754,1,0,0,0,1,0
Ornellaia,2009,Bordeaux Red Blends,Bolgheri, Tuscany, Italy,195.00,97,92.96703,4.03297,1,0,0,1,0,0
Torbreck The Struie,2009,Syrah/Shiraz,Barossa Valley, Barossa, Australia,52.99,93,92.67319,0.32681,0,1,0,0,0,1
Clos L'Eglise Pomerol (Futures Pre-Sale),2011,Bordeaux Red Blends,Pomerol, Bordeaux, France,97.99,93,92.50743,0.49257,1,0,0,0,1,0
Chateau Gruaud Larose (Futures Pre-sale),2011,Bordeaux Red Blends,St. Julien, Bordeaux, France,59.99,91,92.18266,-1.18266,1,0,0,0,1,0
Chateau La Conseillante (Futures Pre-Sale),2011,Bordeaux Red Blends,Pomerol, Bordeaux, France,114.00,91,92.64426,-1.64426,1,0,0,0,1,0
Chateau Cheval Blanc (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Emilion, Bordeaux, France,699.00,96,97.64405,-1.64405,1,0,0,0,1,0
Chateau Figeac (Futures Pre-sale),2011,Bordeaux Red Blends,St. Emilion, Bordeaux, France,119.00,90,92.68700,-2.68700,1,0,0,0,1,0
Chateau Bellevue Mondotte (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Emilion, Bordeaux, France,169.00,94,93.11433,0.88567,1,0,0,0,1,0
Louis Jadot Beaune Boucherottes,2009,Pinot Noir,Burgundy, France,46.99,93,91.09944,1.90056,0,0,1,0,1,0
Chateau Latour (Futures Pre-sale),2011,Bordeaux Red Blends,Pauillac, Bordeaux, France,699.00,95,97.64405,-2.64405,1,0,0,0,1,0
Louis Jadot Clos Saint-Denis,2009,Pinot Noir,Burgundy, France,239.00,92,92.74048,-0.74048,0,0,1,0,1,0
Louis Jadot Grands Echezeaux,2009,Pinot Noir,Burgundy, France,259.00,94,92.91142,1.08858,0,0,1,0,1,0
Louis Jadot Nuits-Saint-Georges Les Boudots Premier Cru,2009,Pinot Noir,Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France,95.00,90,91.50977,-1.50977,0,0,1,0,1,0
Louis Jadot Santenay Clos des Guettes,2009,Pinot Noir,Burgundy, France,29.99,90,90.95415,-0.95415,0,0,1,0,1,0
M. Chapoutier Cote-Rotie La Mordoree,2009,Syrah/Shiraz,Cote Rotie, Rhone, France,189.99,96,94.05434,1.94566,0,1,0,0,1,0
Gaja Ca' Marcanda Magari,2009,Bordeaux Red Blends,Bolgheri, Tuscany, Italy,78.99,92,91.97553,0.02447,1,0,0,1,0,0
Mitolo G.A.M.,2009,Syrah/Shiraz,McLaren Vale, Australia,54.99,92,92.69029,-0.69029,0,1,0,0,0,1
Le Dome (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Emilion, Bordeaux, France,129.00,96,92.77246,3.22754,1,0,0,0,1,0
Le Dome (Futures Pre-Sale),2010,Bordeaux Red Blends,St. Emilion, Bordeaux, France,139.00,100,92.85793,7.14207,1,0,0,0,1,0
