name,vintage,varietal,location,price,score,prediction,difference,bordeauxBlends,syrah,pinot,italy,france,australia
Chateau Ducru-Beaucaillou,2008,Bordeaux Red Blends,St. Julien, Bordeaux, France,169.97,94,94.05032,-0.05032,1,0,0,0,1,0
Chateau Ducru-Beaucaillou (Futures Pre-Sale),2009,Bordeaux Red Blends,St. Julien, Bordeaux, France,279.00,96,94.64296,1.35704,1,0,0,0,1,0
Chateau Brillette Moulis en Medoc (Futures Pre-sale),2009,Bordeaux Red Blends,Medoc, Bordeaux, France,22.99,92,93.29147,-1.29147,1,0,0,0,1,0
Chateau Bellefont Belcier (Futures Pre-sale),2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,39.99,92,93.38122,-1.38122,1,0,0,0,1,0
Chateau Barde Haut,2008,Bordeaux Red Blends,St. Emilion, Bordeaux, France,39.99,90,93.36414,-3.36414,1,0,0,0,1,0
Chateau Fleur Cardinale (Futures Pre-Sale),2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,39.99,93,93.38122,-0.38122,1,0,0,0,1,0
Chateau L'Evangile (Futures Pre-Sale),2009,Bordeaux Red Blends,Pomerol, Bordeaux, France,299.99,97,94.75376,2.24624,1,0,0,0,1,0
Chateau La Grave a Pomerol (Futures Pre-Sale),2009,Bordeaux Red Blends,Pomerol, Bordeaux, France,44.99,94,93.40761,0.59239,1,0,0,0,1,0
Clos du Marquis (Futures Pre-Sale),2009,Bordeaux Red Blends,St. Julien, Bordeaux, France,54.99,95,93.46040,1.53960,1,0,0,0,1,0
Clos du Marquis,2008,Bordeaux Red Blends,St. Julien, Bordeaux, France,69.99,92,93.52251,-1.52251,1,0,0,0,1,0
Tenuta San Guido Sassicaia,2007,Bordeaux Red Blends,Bolgheri, Tuscany, Italy,239.97,93,93.95485,-0.95485,1,0,0,1,0,0
Chateau Figeac (Futures Pre-sale),2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,239.00,98,94.43179,3.56821,1,0,0,0,1,0
