name,vintage,varietal,location,price,score,prediction,difference,bordeauxBlends,syrah,pinot,italy,france,australia
Chateau Beychevelle,1998,Bordeaux Red Blends,St. Julien, Bordeaux, France,48.99,87,92.42177,-5.42177,1,0,0,0,1,0
Chauvenet-Chopin Cotes du Nuits Villages,1999,Pinot Noir,Burgundy, France,27.49,88,90.55350,-2.55350,0,0,1,0,1,0
Chateau Brown Lamartine,1998,Bordeaux Red Blends,Bordeaux, France,19.99,87,92.24267,-5.24267,1,0,0,0,1,0
Terrabianca Campaccio Reserve,1997,Tuscan Blends,Tuscany, Italy,58.99,91,90.19679,0.80321,1,0,0,1,0,0
Chateau Angelus,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,489.97,99,95.17906,3.82094,1,0,0,0,1,0
Chateau Figeac,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,249.97,91,93.69684,-2.69684,1,0,0,0,1,0
Chateau La Conseillante,2000,Bordeaux Red Blends,Pomerol, Bordeaux, France,239.98,96,93.63513,2.36487,1,0,0,0,1,0
Chateau La Mission Haut-Brion,2000,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,629.97,100,96.04369,3.95631,1,0,0,0,1,0
Chateau Leoville Barton,2000,Bordeaux Red Blends,St. Julien, Bordeaux, France,169.97,95,93.20276,1.79724,1,0,0,0,1,0
Chateau Lynch-Bages,2000,Bordeaux Red Blends,Pauillac, Bordeaux, France,369.97,97,94.43794,2.56206,1,0,0,0,1,0
Chateau Monbousquet,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,139.97,93,93.01749,-0.01749,1,0,0,0,1,0
Chateau Pavie,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,599.97,100,95.85841,4.14159,1,0,0,0,1,0
Chateau Pichon-Longueville Baron,2000,Bordeaux Red Blends,Pauillac, Bordeaux, France,249.97,97,93.69684,3.30316,1,0,0,0,1,0
Highbank Coonawarra Basket Pressed (Cab/Merlot/Cab Franc),1997,Bordeaux Red Blends,Coonawarra, Limestone Coast, Australia,40.49,92,91.79831,0.20169,1,0,0,0,0,1
Mitchelton Print Shiraz,1998,Syrah/Shiraz,Australia,49.99,88,92.70259,-4.70259,0,1,0,0,0,1
Guigal Cote Rotie Brune et Blonde,1998,Syrah/Shiraz,Cote Rotie, Rhone, France,69.97,90,93.38004,-3.38004,0,1,0,0,1,0
Chateau Margaux,1998,Bordeaux Red Blends,Margaux, Bordeaux, France,749.97,91,96.75098,-5.75098,1,0,0,0,1,0
Guigal Hermitage Rouge,1998,Syrah/Shiraz,Hermitage, Rhone, France,62.99,90,93.33693,-3.33693,0,1,0,0,1,0
Chateau Pitray Cotes de Castillon,1998,Bordeaux Red Blends,Cotes de Castillon, Bordeaux, France,10.99,86,92.18709,-6.18709,1,0,0,0,1,0
Clos du Marquis,1998,Bordeaux Red Blends,St. Julien, Bordeaux, France,29.99,90,92.30443,-2.30443,1,0,0,0,1,0
Terrabianca Campaccio,1997,Tuscan Blends,Tuscany, Italy,29.49,91,90.01460,0.98540,1,0,0,1,0,0
d'Arenberg The Dead Arm Shiraz,1999,Syrah/Shiraz,McLaren Vale, Australia,79.00,96,92.89867,3.10133,0,1,0,0,0,1
Chateau Greysac,1999,Bordeaux Red Blends,Medoc, Bordeaux, France,19.99,85,92.25958,-7.25958,1,0,0,0,1,0
Chateau Marbuzet Saint-Estephe,1998,Bordeaux Red Blends,St. Estephe, Bordeaux, France,54.49,85,92.45573,-7.45573,1,0,0,0,1,0
Ornellaia,1998,Bordeaux Red Blends,Bolgheri, Tuscany, Italy,279.97,93,91.57846,1.42154,1,0,0,1,0,0
Chateau Cheval Blanc,1998,Bordeaux Red Blends,St. Emilion, Bordeaux, France,789.00,96,96.99202,-0.99202,1,0,0,0,1,0
Chateau Margaux,1985,Bordeaux Red Blends,Margaux, Bordeaux, France,699.97,95,96.22232,-1.22232,1,0,0,0,1,0
Chateau La Mission Haut-Brion,1996,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,249.00,90,93.62320,-3.62320,1,0,0,0,1,0
Mazzei Fonterutoli Siepi,1999,Tuscan Blends,Tuscany, Italy,94.99,90,90.45296,-0.45296,1,0,0,1,0,0
Jacob's Creek Shiraz,2000,Syrah/Shiraz,Australia,11.99,85,92.50172,-7.50172,0,1,0,0,0,1
Henry's Drive Shiraz,2000,Syrah/Shiraz,Australia,36.99,92,92.65613,-0.65613,0,1,0,0,0,1
Chateau Talbot,1998,Bordeaux Red Blends,St. Julien, Bordeaux, France,48.99,88,92.42177,-4.42177,1,0,0,0,1,0
Balgownie Shiraz,1999,Syrah/Shiraz,Australia,23.99,90,92.55893,-2.55893,0,1,0,0,0,1
Chateau Monbousquet,1998,Bordeaux Red Blends,St. Emilion, Bordeaux, France,109.97,94,92.79838,1.20162,1,0,0,0,1,0
Chateau Clerc Milon,1999,Bordeaux Red Blends,Pauillac, Bordeaux, France,39.99,90,92.38310,-2.38310,1,0,0,0,1,0
Chateau Mouton Rothschild,1999,Bordeaux Red Blends,Pauillac, Bordeaux, France,589.97,93,95.77974,-2.77974,1,0,0,0,1,0
Meerea Park Cabernet Merlot,1999,Bordeaux Red Blends,Hunter Valley, Australia,23.59,88,91.72775,-3.72775,1,0,0,0,0,1
Meerea Park The Aunt's Shriaz,2000,Syrah/Shiraz,Australia,26.59,87,92.59190,-5.59190,0,1,0,0,0,1
Delas Hermitage Marquis de la Tourette,1998,Syrah/Shiraz,Hermitage, Rhone, France,59.99,90,93.31841,-3.31841,0,1,0,0,1,0
Domaine de la Romanee Conti La Tache Grand Cru,1995,Pinot Noir,Burgundy, France,579.99,95,93.89806,1.10194,0,0,1,0,1,0
Domaine de la Romanee Conti La Tache Grand Cru,1997,Pinot Noir,Burgundy, France,549.99,93,93.74660,-0.74660,0,0,1,0,1,0
Fox Creek Reserve Shiraz,1998,Syrah/Shiraz,Australia,109.97,96,93.07302,2.92698,0,1,0,0,0,1
Domaine de la Romanee Conti La Tache Grand Cru,1996,Pinot Noir,Burgundy, France,699.99,96,94.65608,1.34392,0,0,1,0,1,0
Guigal Chateau D'Ampuis Cote Rotie,1998,Syrah/Shiraz,Cote Rotie, Rhone, France,249.97,95,94.49171,0.50829,0,1,0,0,1,0
Guigal Saint-Joseph Rouge,1999,Syrah/Shiraz,Rhone, France,21.99,88,93.10063,-5.10063,0,1,0,0,1,0
Henry's Drive Reserve Shiraz,2000,Syrah/Shiraz,Australia,75.00,95,92.89087,2.10913,0,1,0,0,0,1
Majella Shiraz,1999,Syrah/Shiraz,Australia,27.99,90,92.58363,-2.58363,0,1,0,0,0,1
Torbreck The Factor Shiraz,1999,Syrah/Shiraz,Barossa Valley, Barossa, Australia,91.99,97,92.97889,4.02111,0,1,0,0,0,1
Chateau Grand Mayne,1998,Bordeaux Red Blends,St. Emilion, Bordeaux, France,69.99,93,92.55147,0.44853,1,0,0,0,1,0
Chateau Angelus,1998,Bordeaux Red Blends,St. Emilion, Bordeaux, France,449.97,96,94.89819,1.10181,1,0,0,0,1,0
Chateau Leoville Barton,1998,Bordeaux Red Blends,St. Julien, Bordeaux, France,109.00,91,92.79239,-1.79239,1,0,0,0,1,0
Chateau Montrose,1998,Bordeaux Red Blends,St. Estephe, Bordeaux, France,149.99,90,93.04554,-3.04554,1,0,0,0,1,0
d'Arenberg The Footbolt Shiraz,2000,Syrah/Shiraz,McLaren Vale, Australia,19.99,89,92.55113,-3.55113,0,1,0,0,0,1
Greg Norman Estates McLaren Vale Reserve Shiraz,1998,Syrah/Shiraz,McLaren Vale, Australia,44.49,91,92.66862,-1.66862,0,1,0,0,0,1
Yalumba The Octavius Old Vine Shiraz,1997,Syrah/Shiraz,Barossa Valley, Barossa, Australia,76.99,91,92.85242,-1.85242,0,1,0,0,0,1
Antonin Rodet Richebourg,1996,Pinot Noir,Burgundy, France,175.99,94,91.41989,2.58011,0,0,1,0,1,0
Antonin Rodet Chambolle Musigny,1996,Pinot Noir,Burgundy, France,24.99,89,90.48732,-1.48732,0,0,1,0,1,0
Antonin Rodet Gevrey Chambertin,1996,Pinot Noir,Burgundy, France,29.99,87,90.51820,-3.51820,0,0,1,0,1,0
Penfolds Grange,1997,Syrah/Shiraz,Australia,299.00,94,94.22354,-0.22354,0,1,0,0,0,1
Domaine de la Romanee Conti La Tache Grand Cru,1999,Pinot Noir,Burgundy, France,549.99,95,93.78043,1.21957,0,0,1,0,1,0
Guigal Hermitage Rouge,1999,Syrah/Shiraz,Hermitage, Rhone, France,49.99,92,93.27356,-1.27356,0,1,0,0,1,0
Chateau Lynch-Bages,1999,Bordeaux Red Blends,Pauillac, Bordeaux, France,159.97,90,93.12408,-3.12408,1,0,0,0,1,0
Guigal Cote Rotie Brune et Blonde,1999,Syrah/Shiraz,Cote Rotie, Rhone, France,109.97,90,93.64398,-3.64398,0,1,0,0,1,0
d'Arenberg The Laughing Magpie Shiraz Viognier,1999,Syrah/Shiraz,McLaren Vale, Australia,34.49,94,92.62377,1.37623,0,1,0,0,0,1
Il Borro Il Borro,1999,Bordeaux Red Blends,Tuscany, Italy,79.99,92,90.36032,1.63968,1,0,0,1,0,0
La Palazzola Rubino,1998,Bordeaux Red Blends,Italy,37.99,90,90.08401,-0.08401,1,0,0,1,0,0
Chateau Ducru-Beaucaillou,1999,Bordeaux Red Blends,St. Julien, Bordeaux, France,154.97,91,93.09320,-2.09320,1,0,0,0,1,0
Domaine de la Romanee Conti Echezeaux Grand Cru,1999,Pinot Noir,Burgundy, France,128.99,91,91.18036,-0.18036,0,0,1,0,1,0
Robert Arnoux Romanee St. Vivant,1998,Pinot Noir,Burgundy, France,134.99,93,91.20050,1.79950,0,0,1,0,1,0
Chandon de Briailles Corton,1997,Bordeaux Red Blends,Burgundy, France,48.99,91,92.40486,-1.40486,1,0,0,0,1,0
Domaine Anne Gros Clos Vougeot Le Grand Maupertuis,1998,Pinot Noir,Burgundy, France,73.99,91,90.82378,0.17622,0,0,1,0,1,0
Antinori Solaia,1999,Tuscan Blends,Tuscany, Italy,219.00,94,91.21883,2.78117,1,0,0,1,0,0
Tenuta Guado al Tasso,1999,Bordeaux Red Blends,Bolgheri, Tuscany, Italy,99.97,94,90.48371,3.51629,1,0,0,1,0,0
Antinori Tignanello,1999,Tuscan Blends,Tuscany, Italy,129.99,94,90.66911,3.33089,1,0,0,1,0,0
d'Arenberg The Laughing Magpie Shiraz Viognier,2001,Syrah/Shiraz,McLaren Vale, Australia,35.49,93,92.66377,0.33623,0,1,0,0,0,1
Jim Barry The Armagh Shiraz,1999,Syrah/Shiraz,Clare Valley, Australia,105.00,92,93.05923,-1.05923,0,1,0,0,0,1
Chateau Pichon-Longueville Baron,1999,Bordeaux Red Blends,Pauillac, Bordeaux, France,129.97,89,92.93881,-3.93881,1,0,0,0,1,0
Chateau Lafite Rothschild,1999,Bordeaux Red Blends,Pauillac, Bordeaux, France,799.97,95,97.07668,-2.07668,1,0,0,0,1,0
Monte Antico Rosso,2000,Tuscan Blends,Tuscany, Italy,13.99,88,89.96962,-1.96962,1,0,0,1,0,0
Chateau Monbousquet,1999,Bordeaux Red Blends,St. Emilion, Bordeaux, France,85.00,94,92.66107,1.33893,1,0,0,0,1,0
Chateau Palmer,1999,Bordeaux Red Blends,Margaux, Bordeaux, France,399.97,95,94.60631,0.39369,1,0,0,0,1,0
Chateau Trotanoy,1998,Bordeaux Red Blends,Pomerol, Bordeaux, France,317.99,95,94.08310,0.91690,1,0,0,0,1,0
Penfolds Magill Estates Shiraz,1999,Syrah/Shiraz,Australia,49.99,90,92.71950,-2.71950,0,1,0,0,0,1
Yalumba Barossa Shiraz,2000,Syrah/Shiraz,Barossa Valley, Barossa, Australia,14.99,88,92.52026,-4.52026,0,1,0,0,0,1
Gaja Ca' Marcanda Promis,2000,Tuscan Blends,Tuscany, Italy,40.99,90,90.13637,-0.13637,1,0,0,1,0,0
Terrabianca Campaccio,1999,Tuscan Blends,Tuscany, Italy,35.99,92,90.08858,1.91142,1,0,0,1,0,0
Chateau Haut-Brion,1999,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,479.97,93,95.10039,-2.10039,1,0,0,0,1,0
Dom. de Vallouit Crozes Hermitage,1999,Syrah/Shiraz,Rhone, France,22.99,89,93.10681,-4.10681,0,1,0,0,1,0
d'Arenberg The Dead Arm Shiraz,2000,Syrah/Shiraz,McLaren Vale, Australia,64.99,94,92.82906,1.17094,0,1,0,0,0,1
Jean-Luc Colombo Hermitage Le Rouet Rouge,1999,Syrah/Shiraz,Hermitage, Rhone, France,59.99,90,93.33531,-3.33531,0,1,0,0,1,0
Jean-Luc Colombo Cornas Les Ruchets,1999,Syrah/Shiraz,Cornas, Rhone, France,53.99,91,93.29826,-2.29826,0,1,0,0,1,0
Jean-Luc Colombo Cornas La Louvee,2000,Syrah/Shiraz,Cornas, Rhone, France,76.99,92,93.45721,-1.45721,0,1,0,0,1,0
Yalumba The Octavius Old Vine Shiraz,1998,Syrah/Shiraz,Barossa Valley, Barossa, Australia,78.99,97,92.88169,4.11831,0,1,0,0,0,1
Chateau Rauzan-Segla,1999,Bordeaux Red Blends,Margaux, Bordeaux, France,64.99,88,92.53749,-4.53749,1,0,0,0,1,0
RockBare Shiraz,2001,Syrah/Shiraz,McLaren Vale, Australia,18.79,88,92.56064,-4.56064,0,1,0,0,0,1
Chateau de Sales,1999,Bordeaux Red Blends,Pomerol, Bordeaux, France,30.99,88,92.32751,-4.32751,1,0,0,0,1,0
Chateau Gloria,1999,Bordeaux Red Blends,St. Julien, Bordeaux, France,34.99,86,92.35222,-6.35222,1,0,0,0,1,0
Chateau Trotanoy,1999,Bordeaux Red Blends,Pomerol, Bordeaux, France,113.99,89,92.84012,-3.84012,1,0,0,0,1,0
Carruades de Lafite,2000,Bordeaux Red Blends,Pauillac, Bordeaux, France,299.97,93,94.00563,-1.00563,1,0,0,0,1,0
Chateau Ausone,1999,Bordeaux Red Blends,St. Emilion, Bordeaux, France,579.99,95,95.71809,-0.71809,1,0,0,0,1,0
Chateau Le Bon Pasteur Pomerol,1998,Bordeaux Red Blends,Pomerol, Bordeaux, France,84.99,91,92.64410,-1.64410,1,0,0,0,1,0
Chateau Cheval Blanc (scuffed labels),1999,Bordeaux Red Blends,St. Emilion, Bordeaux, France,499.00,93,95.21791,-2.21791,1,0,0,0,1,0
Chateau Figeac,1999,Bordeaux Red Blends,St. Emilion, Bordeaux, France,49.99,90,92.44485,-2.44485,1,0,0,0,1,0
Chateau La Mission Haut-Brion,1999,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,89.99,91,92.69189,-1.69189,1,0,0,0,1,0
Chateau Latour,1999,Bordeaux Red Blends,Pauillac, Bordeaux, France,589.97,94,95.77974,-1.77974,1,0,0,0,1,0
Chateau Leoville Las Cases,1999,Bordeaux Red Blends,St. Julien, Bordeaux, France,174.99,91,93.21684,-2.21684,1,0,0,0,1,0
Chateau Margaux,1999,Bordeaux Red Blends,Margaux, Bordeaux, France,589.97,95,95.77974,-0.77974,1,0,0,0,1,0
Chateau Pavie,1999,Bordeaux Red Blends,St. Emilion, Bordeaux, France,299.97,92,93.98872,-1.98872,1,0,0,0,1,0
Les Forts de Latour,1999,Bordeaux Red Blends,Pauillac, Bordeaux, France,50.99,90,92.45103,-2.45103,1,0,0,0,1,0
Louis Jadot Beaune Clos des Ursules Premier Cru,2000,Pinot Noir,Burgundy, France,40.99,89,90.65379,-1.65379,0,0,1,0,1,0
Louis Jadot Clos de la Roche Grand Cru,1999,Pinot Noir,Burgundy, France,87.99,90,90.92714,-0.92714,0,0,1,0,1,0
Chateau Beaulieu Bordeaux Superior,2000,Bordeaux Red Blends,Bordeaux, France,13.99,88,92.23944,-4.23944,1,0,0,0,1,0
Chateau Mille Roses Haut Medoc,2000,Bordeaux Red Blends,Medoc, Bordeaux, France,19.99,88,92.27649,-4.27649,1,0,0,0,1,0
Chateau Petit Bocq Saint-Estephe,2000,Bordeaux Red Blends,St. Estephe, Bordeaux, France,24.99,90,92.30737,-2.30737,1,0,0,0,1,0
Sportoletti Assisi Rosso,2001,Tuscan Blends,Italy,16.99,90,90.00505,-0.00505,1,0,0,1,0,0
Falesco Marciliano,1999,Bordeaux Red Blends,Italy,53.99,94,90.19974,3.80026,1,0,0,1,0,0
Chateau Faugeres,1999,Bordeaux Red Blends,St. Emilion, Bordeaux, France,36.99,91,92.36456,-1.36456,1,0,0,0,1,0
Chateau de Fieuzal,1995,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,23.99,90,92.21663,-2.21663,1,0,0,0,1,0
Chateau Giscours,1999,Bordeaux Red Blends,Margaux, Bordeaux, France,49.99,89,92.44485,-3.44485,1,0,0,0,1,0
Chateau Trotte Vieille,1999,Bordeaux Red Blends,St. Emilion, Bordeaux, France,57.99,88,92.49426,-4.49426,1,0,0,0,1,0
Frescobaldi Castiglioni,2001,Tuscan Blends,Italy,17.99,87,90.01123,-3.01123,1,0,0,1,0,0
Chateau Les Carmes Haut Brion Pessac Leognan,2000,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,99.97,94,92.77045,1.22955,1,0,0,0,1,0
Longwood Shiraz,2002,Syrah/Shiraz,Australia,19.99,91,92.58496,-1.58496,0,1,0,0,0,1
Longwood Shiraz,2000,Syrah/Shiraz,Australia,29.99,90,92.61290,-2.61290,0,1,0,0,0,1
Chateau La Couspaude,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,63.99,93,92.54823,0.45177,1,0,0,0,1,0
Clos du Clocher Pomerol,2000,Bordeaux Red Blends,Pomerol, Bordeaux, France,43.99,90,92.42471,-2.42471,1,0,0,0,1,0
Chateau Leoville Las Cases,1998,Bordeaux Red Blends,St. Julien, Bordeaux, France,209.97,93,93.41597,-0.41597,1,0,0,0,1,0
Chateau Les Grandes Marechaux Cotes de Blaye,2000,Bordeaux Red Blends,Bordeaux, France,16.99,88,92.25797,-4.25797,1,0,0,0,1,0
Greenock Creek Roennfeldt Road Shiraz,1996,Syrah/Shiraz,Barossa Valley, Barossa, Australia,249.99,100,93.90395,6.09605,0,1,0,0,0,1
Greenock Creek Alices Shiraz,2000,Syrah/Shiraz,Barossa Valley, Barossa, Australia,29.99,90,92.61290,-2.61290,0,1,0,0,0,1
Francois Villard Saint-Joseph Reflet,1999,Syrah/Shiraz,Rhone, France,36.99,88,93.19327,-5.19327,0,1,0,0,1,0
Greenock Creek Roennfeldt Road Shiraz,1997,Syrah/Shiraz,Barossa Valley, Barossa, Australia,339.00,98,94.47058,3.52942,0,1,0,0,0,1
Elysian Fields Barossa Shiraz,2001,Syrah/Shiraz,Australia,34.99,89,92.66069,-3.66069,0,1,0,0,0,1
Argiano Solengo,2000,Tuscan Blends,Tuscany, Italy,72.99,95,90.33400,4.66600,1,0,0,1,0,0
Leeuwin Estate Art Series Shiraz,1999,Syrah/Shiraz,Margaret River, Australia,34.99,88,92.62686,-4.62686,0,1,0,0,0,1
Chateau Brown Lamartine,2000,Bordeaux Red Blends,Bordeaux, France,14.99,89,92.24561,-3.24561,1,0,0,0,1,0
Clos de Latour Reserve Bordeaux,2000,Bordeaux Red Blends,Bordeaux, France,14.99,87,92.24561,-5.24561,1,0,0,0,1,0
Henry's Drive Reserve Shiraz,2001,Syrah/Shiraz,Australia,85.00,96,92.96954,3.03046,0,1,0,0,0,1
Chateau Margaux (half-bottle),1996,Bordeaux Red Blends,Margaux, Bordeaux, France,204.99,99,93.35139,5.64861,1,0,0,0,1,0
Clarendon Hills Moritz Syrah,2001,Syrah/Shiraz,McLaren Vale, Australia,39.99,93,92.69157,0.30843,0,1,0,0,0,1
Chateau Magdelaine,1999,Bordeaux Red Blends,St. Emilion, Bordeaux, France,69.99,88,92.56837,-4.56837,1,0,0,0,1,0
Chateau Magdelaine,1990,Bordeaux Red Blends,St. Emilion, Bordeaux, France,145.99,92,92.88554,-0.88554,1,0,0,0,1,0
Kangarilla Road Shiraz,2001,Syrah/Shiraz,McLaren Vale, Australia,24.99,90,92.59892,-2.59892,0,1,0,0,0,1
Chateau Beau-Sejour Becot,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,112.99,94,92.85086,1.14914,1,0,0,0,1,0
Chateau Riou de Thaillas,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,48.99,90,92.45560,-2.45560,1,0,0,0,1,0
Chateau Rauzan Despagne Bordeaux Superior Grand Reserve,2000,Bordeaux Red Blends,Bordeaux, France,15.99,90,92.25179,-2.25179,1,0,0,0,1,0
Chateau Le Bon Pasteur Pomerol,1997,Bordeaux Red Blends,Pomerol, Bordeaux, France,36.99,88,92.33075,-4.33075,1,0,0,0,1,0
Chateau Le Bon Pasteur Pomerol,1999,Bordeaux Red Blends,Pomerol, Bordeaux, France,99.00,90,92.74754,-2.74754,1,0,0,0,1,0
Chateau Charmail,1999,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,17.99,89,92.24722,-3.24722,1,0,0,0,1,0
Chateau Clinet,1998,Bordeaux Red Blends,Pomerol, Bordeaux, France,159.97,90,93.10718,-3.10718,1,0,0,0,1,0
Chateau Figeac,1998,Bordeaux Red Blends,St. Emilion, Bordeaux, France,199.00,90,93.34822,-3.34822,1,0,0,0,1,0
Chateau Grand-Puy-Lacoste,1999,Bordeaux Red Blends,Pauillac, Bordeaux, France,109.97,90,92.81529,-2.81529,1,0,0,0,1,0
Chateau Haut-Batailley,1999,Bordeaux Red Blends,Pauillac, Bordeaux, France,29.99,87,92.32133,-5.32133,1,0,0,0,1,0
Chateau La Conseillante Pomerol,1999,Bordeaux Red Blends,Pomerol, Bordeaux, France,129.99,89,92.93893,-3.93893,1,0,0,0,1,0
Chateau L'Arrosee,1998,Bordeaux Red Blends,St. Emilion, Bordeaux, France,61.99,88,92.50206,-4.50206,1,0,0,0,1,0
Chateau Beauregard Pomerol,1998,Bordeaux Red Blends,Pomerol, Bordeaux, France,57.99,88,92.47736,-4.47736,1,0,0,0,1,0
Chateau Canon La Gaffeliere,1999,Bordeaux Red Blends,St. Emilion, Bordeaux, France,79.99,92,92.63013,-0.63013,1,0,0,0,1,0
Clos de Sarpe,1998,Bordeaux Red Blends,St. Emilion, Bordeaux, France,49.99,90,92.42795,-2.42795,1,0,0,0,1,0
Chateau Gracia,1999,Bordeaux Red Blends,St. Emilion, Bordeaux, France,90.99,91,92.69807,-1.69807,1,0,0,0,1,0
Sticks Pinot Noir,2002,Pinot Noir,Yarra Valley, Australia,18.99,86,89.99768,-3.99768,0,0,1,0,0,1
Bleasdale Langhorne Creek Shiraz,2000,Syrah/Shiraz,Australia,17.99,87,92.53879,-5.53879,0,1,0,0,0,1
Chateau Tertre Daugay,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,25.99,88,92.31355,-4.31355,1,0,0,0,1,0
Chateau d'Armailhac,2000,Bordeaux Red Blends,Pauillac, Bordeaux, France,119.97,91,92.89397,-1.89397,1,0,0,0,1,0
Chateau Clerc Milon,2000,Bordeaux Red Blends,Pauillac, Bordeaux, France,129.97,92,92.95572,-0.95572,1,0,0,0,1,0
Chateau Larrivet Haut-Brion,2000,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,79.97,90,92.64693,-2.64693,1,0,0,0,1,0
Clos Fourtet,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,68.49,91,92.57602,-1.57602,1,0,0,0,1,0
Chateau La Fleur de Plince Pomerol,2000,Bordeaux Red Blends,Pomerol, Bordeaux, France,47.99,89,92.44942,-3.44942,1,0,0,0,1,0
Epicurea de Chateau Martinat Cotes de Bourg,2000,Bordeaux Red Blends,Bordeaux, France,20.99,89,92.28267,-3.28267,1,0,0,0,1,0
Chateau Prieure-Lichine,2000,Bordeaux Red Blends,Margaux, Bordeaux, France,109.97,90,92.83220,-2.83220,1,0,0,0,1,0
Chateau Cantenac Brown,1998,Bordeaux Red Blends,Margaux, Bordeaux, France,39.99,88,92.36618,-4.36618,1,0,0,0,1,0
Clos Fourtet,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,129.97,91,92.95572,-1.95572,1,0,0,0,1,0
Chateau Garreau Cuvee Armande,2000,Bordeaux Red Blends,Bordeaux, France,29.99,87,92.33826,-5.33826,1,0,0,0,1,0
Chateau Sainte Colombe Cotes de Castillon,2000,Bordeaux Red Blends,Cotes de Castillon, Bordeaux, France,16.99,88,92.25797,-4.25797,1,0,0,0,1,0
Chateau Margaux Pavillon Rouge,1999,Bordeaux Red Blends,Margaux, Bordeaux, France,63.99,87,92.53132,-5.53132,1,0,0,0,1,0
Chateau L'Evangile,2000,Bordeaux Red Blends,Pomerol, Bordeaux, France,66.99,98,92.56676,5.43324,1,0,0,0,1,0
Mad Fish Western Australia Shiraz,2001,Syrah/Shiraz,Australia,16.99,90,92.54951,-2.54951,0,1,0,0,0,1
Shirvington Shiraz,2001,Syrah/Shiraz,Australia,109.00,98,93.11777,4.88223,0,1,0,0,0,1
Chateau Larmande,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,48.99,88,92.45560,-4.45560,1,0,0,0,1,0
Chateau La Louviere,2000,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,89.00,90,92.70270,-2.70270,1,0,0,0,1,0
Chateau Sergant Lalande de Pomerol,2000,Bordeaux Red Blends,Pomerol, Bordeaux, France,18.99,88,92.27032,-4.27032,1,0,0,0,1,0
Chateau des Annereaux,2000,Bordeaux Red Blends,Lalande de Pomerol, Bordeaux, France,26.99,87,92.31973,-5.31973,1,0,0,0,1,0
Penfolds Grange,1998,Syrah/Shiraz,Australia,469.00,96,95.29036,0.70964,0,1,0,0,0,1
Chateau Batailley Pauillac,2000,Bordeaux Red Blends,Pauillac, Bordeaux, France,31.99,91,92.35060,-1.35060,1,0,0,0,1,0
Guigal Hermitage Rouge,2000,Syrah/Shiraz,Hermitage, Rhone, France,109.00,93,93.65491,-0.65491,0,1,0,0,1,0
Chateau Potensac,1999,Bordeaux Red Blends,Medoc, Bordeaux, France,21.99,87,92.27193,-5.27193,1,0,0,0,1,0
Chateau Lagrange,1999,Bordeaux Red Blends,St. Julien, Bordeaux, France,34.99,86,92.35222,-6.35222,1,0,0,0,1,0
Chateau Larmande St. Emillion,1998,Bordeaux Red Blends,Bordeaux, France,27.99,89,92.29208,-3.29208,1,0,0,0,1,0
Chateau Larrivet Haut-Brion,1998,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,36.99,90,92.34766,-2.34766,1,0,0,0,1,0
Chateau Citran Haut Medoc,1999,Bordeaux Red Blends,Medoc, Bordeaux, France,19.99,86,92.25958,-6.25958,1,0,0,0,1,0
Chateau Gazin,1998,Bordeaux Red Blends,Pomerol, Bordeaux, France,149.97,90,93.04541,-3.04541,1,0,0,0,1,0
Chateau Saint-Pierre,2000,Bordeaux Red Blends,St. Julien, Bordeaux, France,43.99,92,92.42471,-0.42471,1,0,0,0,1,0
Chateau Grand Mayne,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,79.97,93,92.64693,0.35307,1,0,0,0,1,0
Chateau Poujeaux,2000,Bordeaux Red Blends,Moulis, Bordeaux, France,31.99,88,92.35060,-4.35060,1,0,0,0,1,0
Chateau La Croix St. Georges,1999,Bordeaux Red Blends,Pomerol, Bordeaux, France,63.99,93,92.53132,0.46868,1,0,0,0,1,0
Chateau Malescot Margaux,1998,Bordeaux Red Blends,Margaux, Bordeaux, France,50.99,90,92.43413,-2.43413,1,0,0,0,1,0
Chateau Les Ormes de Pez,1999,Bordeaux Red Blends,St. Estephe, Bordeaux, France,27.99,88,92.30899,-4.30899,1,0,0,0,1,0
