id,name,vintage,price,JS,url,varietal,location,bordeauxBlends,syrah,pinot,italy,france,australia
116535,"Chateau LaTour-Martillac",2009,44.99,94,https://www.wine.com/product/chateau-latour-martillac-2009/116535,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
116546,"Chateau Monbousquet",2009,69.97,95,https://www.wine.com/product/chateau-monbousquet-2009/116546,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
116549,"Chateau Smith Haut Lafitte Le Petit Haut Lafitte",2009,36.99,93,https://www.wine.com/product/chateau-smith-haut-lafitte-le-petit-haut-lafitte-2009/116549,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
116553,"Frescobaldi Tenuta di Castiglioni",2009,24.99,91,https://www.wine.com/product/frescobaldi-tenuta-di-castiglioni-2009/116553,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
116601,"Chateau Kirwan",2009,129,94,https://www.wine.com/product/chateau-kirwan-2009/116601,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
116913,"Chateau Charmail (Futures Pre-Sale)",2011,18.99,90,https://www.wine.com/product/chateau-charmail-futures-pre-sale-2011/116913,"Bordeaux Red Blends","Haut Medoc, Bordeaux, France",1,0,0,0,1,0
117022,"Argiano Non Confunditur",2010,19.99,93,https://www.wine.com/product/argiano-non-confunditur-2010/117022,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
117066,"Monte Antico Rosso",2008,11.99,90,https://www.wine.com/product/monte-antico-rosso-2008/117066,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
117114,"Chateau de Chantegrive (Futures Pre-Sale)",2011,17.99,90,https://www.wine.com/product/chateau-de-chantegrive-futures-pre-sale-2011/117114,"Bordeaux Red Blends","Graves, Bordeaux, France",1,0,0,0,1,0
117148,"Chateau Belgrave Haut-Medoc (Futures Pre-Sale)",2011,29.99,90,https://www.wine.com/product/chateau-belgrave-haut-medoc-futures-pre-sale-2011/117148,"Bordeaux Red Blends","Medoc, Bordeaux, France",1,0,0,0,1,0
117269,"Chateau Margaux Pavillon Rouge (Futures Pre-Sale)",2011,147,90,https://www.wine.com/product/chateau-margaux-pavillon-rouge-futures-pre-sale-2011/117269,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
117334,"Chateau Mouton Rothschild",2009,899.99,98,https://www.wine.com/product/chateau-mouton-rothschild-2009/117334,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
117353,"Chateau Calon-Segur",2011,78.99,92,https://www.wine.com/product/chateau-calon-segur-2011/117353,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
117459,"Chateau LaTour-Martillac (Futures Pre-Sale)",2011,29.99,92,https://www.wine.com/product/chateau-latour-martillac-futures-pre-sale-2011/117459,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
117463,"Chateau Magrez Fombrauge (Futures Pre-sale)",2011,129,92,https://www.wine.com/product/chateau-magrez-fombrauge-futures-pre-sale-2011/117463,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
117516,Ornellaia,2009,195,96,https://www.wine.com/product/ornellaia-2009/117516,"Bordeaux Red Blends","Bolgheri, Tuscany, Italy",1,0,0,1,0,0
117546,"Chateau Gruaud Larose (Futures Pre-sale)",2011,59.99,93,https://www.wine.com/product/chateau-gruaud-larose-futures-pre-sale-2011/117546,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
117547,"Chateau La Conseillante (Futures Pre-Sale)",2011,114,92,https://www.wine.com/product/chateau-la-conseillante-futures-pre-sale-2011/117547,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
117565,"Chateau Cheval Blanc (Futures Pre-Sale)",2011,699,94,https://www.wine.com/product/chateau-cheval-blanc-futures-pre-sale-2011/117565,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
117566,"Chateau Figeac (Futures Pre-sale)",2011,119,94,https://www.wine.com/product/chateau-figeac-futures-pre-sale-2011/117566,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
117572,"Chateau Bellevue Mondotte (Futures Pre-Sale)",2011,169,93,https://www.wine.com/product/chateau-bellevue-mondotte-futures-pre-sale-2011/117572,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
117576,"Chateau Latour (Futures Pre-sale)",2011,699,96,https://www.wine.com/product/chateau-latour-futures-pre-sale-2011/117576,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
117640,"Le Dome (Futures Pre-Sale)",2011,129,92,https://www.wine.com/product/le-dome-futures-pre-sale-2011/117640,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
117649,"Chateau L'Eglise Clinet (Futures Pre-Sale)",2011,164,93,https://www.wine.com/product/chateau-leglise-clinet-futures-pre-sale-2011/117649,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
117675,"Les Forts de Latour (Futures Pre-Sale)",2011,179,93,https://www.wine.com/product/les-forts-de-latour-futures-pre-sale-2011/117675,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
117799,"Tenuta San Guido Sassicaia",2009,249.97,98,https://www.wine.com/product/tenuta-san-guido-sassicaia-2009/117799,"Bordeaux Red Blends","Bolgheri, Tuscany, Italy",1,0,0,1,0,0
117827,"Chateau Pedesclaux (Futures Pre-Sale)",2011,34.99,92,https://www.wine.com/product/chateau-pedesclaux-futures-pre-sale-2011/117827,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
117841,"Chateau La Fleur Morange (Futures Pre-Sale)",2011,51.99,92,https://www.wine.com/product/chateau-la-fleur-morange-futures-pre-sale-2011/117841,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
117976,"Chateau Berliquet (Futures Pre-Sale)",2011,36.99,91,https://www.wine.com/product/chateau-berliquet-futures-pre-sale-2011/117976,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
117979,"Chateau Ducru-Beaucaillou Croix de Beaucaillou (Futures Pre-Sale)",2011,39.99,91,https://www.wine.com/product/chateau-ducru-beaucaillou-croix-de-beaucaillou-futures-pre-sale-2011/117979,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
118036,"Shingleback The Davey Estate Shiraz",2010,26.99,93,https://www.wine.com/product/shingleback-the-davey-estate-shiraz-2010/118036,Syrah/Shiraz,"McLaren Vale, Australia",0,1,0,0,0,1
118132,"Chateau Canon",2000,135,94,https://www.wine.com/product/chateau-canon-2000/118132,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
118218,"Tenuta Sette Ponti Crognolo",2010,27.99,92,https://www.wine.com/product/tenuta-sette-ponti-crognolo-2010/118218,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
118295,"Chateau Gracia (Futures Pre-Sale)",2011,109,90,https://www.wine.com/product/chateau-gracia-futures-pre-sale-2011/118295,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
118453,"Tenuta Sette Ponti Oreno",2010,109.97,96,https://www.wine.com/product/tenuta-sette-ponti-oreno-2010/118453,"Bordeaux Red Blends","Tuscany, Italy",1,0,0,1,0,0
118571,"Chateau Larcis-Ducasse (Futures Pre-Sale)",2010,84.99,96,https://www.wine.com/product/chateau-larcis-ducasse-futures-pre-sale-2010/118571,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
118674,"Chateau La Mission Haut-Brion",2009,939,97,https://www.wine.com/product/chateau-la-mission-haut-brion-2009/118674,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
118689,"Brancaia Ilatraia",2007,51.99,94,https://www.wine.com/product/brancaia-ilatraia-2007/118689,"Bordeaux Red Blends","Tuscany, Italy",1,0,0,1,0,0
118736,"Frescobaldi Tenuta di Castiglioni",2010,19.39,90,https://www.wine.com/product/frescobaldi-tenuta-di-castiglioni-2010/118736,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
118807,"Chateau Belair-Monange",2009,99.99,94,https://www.wine.com/product/chateau-belair-monange-2009/118807,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
118813,"Chateau Calon-Segur (Futures Pre-Sale)",2011,69.99,92,https://www.wine.com/product/chateau-calon-segur-futures-pre-sale-2011/118813,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
118820,"Le Dome",2009,361.99,95,https://www.wine.com/product/le-dome-2009/118820,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
118829,"Les Asteries",2009,149.99,93,https://www.wine.com/product/les-asteries-2009/118829,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
118831,"Les Asteries",2010,89.99,91,https://www.wine.com/product/les-asteries-2010/118831,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
118838,"Le Carre",2009,139.97,93,https://www.wine.com/product/le-carre-2009/118838,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
118839,"Le Carre",2010,77.99,91,https://www.wine.com/product/le-carre-2010/118839,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
118848,"Chateau Laforge",2010,34.99,91,https://www.wine.com/product/chateau-laforge-2010/118848,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
118996,"Tua Rita Per Sempre Syrah",2008,199,95,https://www.wine.com/product/tua-rita-per-sempre-syrah-2008/118996,Syrah/Shiraz,"Tuscany, Italy",0,1,0,1,0,0
119023,"Brancaia Tre",2010,19.99,90,https://www.wine.com/product/brancaia-tre-2010/119023,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
119438,"Chateau Les Trois Croix",2010,37.99,92,https://www.wine.com/product/chateau-les-trois-croix-2010/119438,"Bordeaux Red Blends","Fronsac, Bordeaux, France",1,0,0,0,1,0
119687,"Orma Toscana",2009,58.97,95,https://www.wine.com/product/orma-toscana-2009/119687,"Bordeaux Red Blends","Tuscany, Italy",1,0,0,1,0,0
119817,"Chateau Lynch-Bages",1989,399.97,94,https://www.wine.com/product/chateau-lynch-bages-1989/119817,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
119973,"Antinori Tignanello",2009,139.97,93,https://www.wine.com/product/antinori-tignanello-2009/119973,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
119985,"Chateau La Lagune",2009,89.99,96,https://www.wine.com/product/chateau-la-lagune-2009/119985,"Bordeaux Red Blends","Medoc, Bordeaux, France",1,0,0,0,1,0
120032,"Chateau La Gaffeliere",2009,99,94,https://www.wine.com/product/chateau-la-gaffeliere-2009/120032,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
120038,"Chateau Pavie Macquin",2009,119.97,94,https://www.wine.com/product/chateau-pavie-macquin-2009/120038,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
120063,"Brancaia Il Blu",2008,54.99,93,https://www.wine.com/product/brancaia-il-blu-2008/120063,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
120205,"Luce Della Vite Lucente",2010,28.99,93,https://www.wine.com/product/luce-della-vite-lucente-2010/120205,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
120276,"Luce Della Vite Luce Toscana",2009,99,95,https://www.wine.com/product/luce-della-vite-luce-toscana-2009/120276,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
120303,"Ruffino Modus",2009,27.99,95,https://www.wine.com/product/ruffino-modus-2009/120303,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
120525,"Chateau Smith Haut Lafitte",1998,109.97,93,https://www.wine.com/product/chateau-smith-haut-lafitte-1998/120525,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
121105,"Chateau Beychevelle",2009,95,94,https://www.wine.com/product/chateau-beychevelle-2009/121105,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
121143,Ornellaia,1997,249.97,97,https://www.wine.com/product/ornellaia-1997/121143,"Bordeaux Red Blends","Bolgheri, Tuscany, Italy",1,0,0,1,0,0
121197,"Brancaia Ilatraia",2010,48.99,93,https://www.wine.com/product/brancaia-ilatraia-2010/121197,"Bordeaux Red Blends","Tuscany, Italy",1,0,0,1,0,0
121291,"Carruades de Lafite",2010,299.97,95,https://www.wine.com/product/carruades-de-lafite-2010/121291,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
121292,"Chateau Barde Haut",2010,39.99,92,https://www.wine.com/product/chateau-barde-haut-2010/121292,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
121294,"Chateau Bernadotte",2010,26.99,90,https://www.wine.com/product/chateau-bernadotte-2010/121294,"Bordeaux Red Blends","Medoc, Bordeaux, France",1,0,0,0,1,0
121295,"Chateau Branon",2010,139,94,https://www.wine.com/product/chateau-branon-2010/121295,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
121296,"Chateau Chauvin",2010,49.99,93,https://www.wine.com/product/chateau-chauvin-2010/121296,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
121311,"Chateau Clinet",2010,139,97,https://www.wine.com/product/chateau-clinet-2010/121311,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
121312,"Chateau Duhart-Milon",2010,129.99,93,https://www.wine.com/product/chateau-duhart-milon-2010/121312,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
121314,"Chateau Fleur Cardinale",2010,69.99,93,https://www.wine.com/product/chateau-fleur-cardinale-2010/121314,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
121315,"Chateau Gloria",2010,64.97,91,https://www.wine.com/product/chateau-gloria-2010/121315,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
121316,"Chateau Haut-Bergey",2010,37.99,93,https://www.wine.com/product/chateau-haut-bergey-2010/121316,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
121318,"Chateau La Couspaude",2010,79.99,93,https://www.wine.com/product/chateau-la-couspaude-2010/121318,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
121319,"Chateau La Dominique",2010,67.99,94,https://www.wine.com/product/chateau-la-dominique-2010/121319,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
121324,"Chateau Malartic-Lagraviere",2010,69.99,95,https://www.wine.com/product/chateau-malartic-lagraviere-2010/121324,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
121325,"Chateau Marjosse",2010,13.99,90,https://www.wine.com/product/chateau-marjosse-2010/121325,"Bordeaux Red Blends","Bordeaux, France",1,0,0,0,1,0
121326,"Chateau Meyney",2010,46.99,92,https://www.wine.com/product/chateau-meyney-2010/121326,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
121330,"Chateau Olivier",2010,41.99,95,https://www.wine.com/product/chateau-olivier-2010/121330,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
121335,"Chateau Pichon Longueville Comtesse de Lalande",2010,249.99,94,https://www.wine.com/product/chateau-pichon-longueville-comtesse-de-lalande-2010/121335,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
121336,"Pierre de Lune",2010,39.97,90,https://www.wine.com/product/pierre-de-lune-2010/121336,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
121337,"Chateau Saint-Pierre",2010,109.99,93,https://www.wine.com/product/chateau-saint-pierre-2010/121337,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
121427,"Chateau Lynch-Bages",2010,209.99,98,https://www.wine.com/product/chateau-lynch-bages-2010/121427,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
121428,"Chateau Leoville Barton",2010,159,97,https://www.wine.com/product/chateau-leoville-barton-2010/121428,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
121429,"Chateau Prieure-Lichine",2010,84.99,94,https://www.wine.com/product/chateau-prieure-lichine-2010/121429,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
121430,"Chateau d'Issan",2010,104.97,96,https://www.wine.com/product/chateau-dissan-2010/121430,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
121432,"Chateau Haut-Beausejour",2010,22.99,91,https://www.wine.com/product/chateau-haut-beausejour-2010/121432,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
121434,"Chateau Pavie Macquin",2010,139.97,95,https://www.wine.com/product/chateau-pavie-macquin-2010/121434,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
121435,"Chateau Pichon-Longueville Baron",2010,249.99,95,https://www.wine.com/product/chateau-pichon-longueville-baron-2010/121435,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
121436,"Chateau Palmer Alter Ego de Palmer",2010,99,92,https://www.wine.com/product/chateau-palmer-alter-ego-de-palmer-2010/121436,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
121437,"Chateau Montrose",2010,289.99,97,https://www.wine.com/product/chateau-montrose-2010/121437,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
121439,"Chateau Haut-Bailly",2010,179.99,98,https://www.wine.com/product/chateau-haut-bailly-2010/121439,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
121443,"Chateau Ducru-Beaucaillou",2011,129.97,93,https://www.wine.com/product/chateau-ducru-beaucaillou-2011/121443,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
121445,"Chateau de Pez",2010,44.99,91,https://www.wine.com/product/chateau-de-pez-2010/121445,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
121581,"Chateau Magdelaine",2010,99,94,https://www.wine.com/product/chateau-magdelaine-2010/121581,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
121582,"Chateau Pichon Longueville Comtesse de Lalande Reserve de la Comtesse",2010,76.99,91,https://www.wine.com/product/chateau-pichon-longueville-comtesse-de-lalande-reserve-de-la-comtesse-2010/121582,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
121604,"Monte Antico Rosso",2009,10.99,90,https://www.wine.com/product/monte-antico-rosso-2009/121604,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
121747,"Antinori Tignanello",2010,99.99,96,https://www.wine.com/product/antinori-tignanello-2010/121747,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
121890,"Antinori Solaia",2009,229.99,96,https://www.wine.com/product/antinori-solaia-2009/121890,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
121955,"Chateau L'Evangile",2010,249.99,96,https://www.wine.com/product/chateau-levangile-2010/121955,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
122088,"Tenuta Guado al Tasso",2009,115,97,https://www.wine.com/product/tenuta-guado-al-tasso-2009/122088,"Bordeaux Red Blends","Bolgheri, Tuscany, Italy",1,0,0,1,0,0
122207,"Chateau Carignan",2010,13.98,91,https://www.wine.com/product/chateau-carignan-2010/122207,"Bordeaux Red Blends","Bordeaux, France",1,0,0,0,1,0
122212,"Chateau Carignan Prima",2010,17.99,92,https://www.wine.com/product/chateau-carignan-prima-2010/122212,"Bordeaux Red Blends","Bordeaux, France",1,0,0,0,1,0
122214,"Chateau Puygueraud George Cuvee",2010,18.99,92,https://www.wine.com/product/chateau-puygueraud-george-cuvee-2010/122214,"Bordeaux Red Blends","Bordeaux, France",1,0,0,0,1,0
122216,"Chateau Puygueraud",2010,19.99,92,https://www.wine.com/product/chateau-puygueraud-2010/122216,"Bordeaux Red Blends","Cotes de Francs, Bordeaux, France",1,0,0,0,1,0
122276,"Chateau L'Eglise Clinet",2009,579,97,https://www.wine.com/product/chateau-leglise-clinet-2009/122276,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
122308,"Chateau Poujeaux",2009,39.99,93,https://www.wine.com/product/chateau-poujeaux-2009/122308,"Bordeaux Red Blends","Moulis, Bordeaux, France",1,0,0,0,1,0
122338,"Chateau Lilian Ladouys",2010,33.99,91,https://www.wine.com/product/chateau-lilian-ladouys-2010/122338,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
122339,"Chateau La Dauphine",2010,33.99,91,https://www.wine.com/product/chateau-la-dauphine-2010/122339,"Bordeaux Red Blends","Fronsac, Bordeaux, France",1,0,0,0,1,0
122348,"Chateau Senejac",2010,19.99,92,https://www.wine.com/product/chateau-senejac-2010/122348,"Bordeaux Red Blends","Haut Medoc, Bordeaux, France",1,0,0,0,1,0
122383,"Chateau Pontet-Canet",2010,289.99,100,https://www.wine.com/product/chateau-pontet-canet-2010/122383,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
122440,"Chateau Fonplegade",2010,52.99,91,https://www.wine.com/product/chateau-fonplegade-2010/122440,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
122445,"Chateau Haut-Bages Liberal",2010,69.99,93,https://www.wine.com/product/chateau-haut-bages-liberal-2010/122445,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
122447,"Vieux Chateau Certan",2010,359,100,https://www.wine.com/product/vieux-chateau-certan-2010/122447,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
122448,"Chateau La Mission Haut-Brion",2010,649.97,100,https://www.wine.com/product/chateau-la-mission-haut-brion-2010/122448,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
122449,"Chateau Leoville Las Cases",2010,299.99,99,https://www.wine.com/product/chateau-leoville-las-cases-2010/122449,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
122450,"Chateau Angelus",2010,459.99,99,https://www.wine.com/product/chateau-angelus-2010/122450,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
122452,"Chateau Leoville Poyferre",2010,159.99,95,https://www.wine.com/product/chateau-leoville-poyferre-2010/122452,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
122503,"Chateau Smith Haut Lafitte",2010,204.99,95,https://www.wine.com/product/chateau-smith-haut-lafitte-2010/122503,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
122539,"Chateau Clos des Jacobins",2010,46.99,93,https://www.wine.com/product/chateau-clos-des-jacobins-2010/122539,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
122540,"Chateau La Tour Carnet",2010,44.99,92,https://www.wine.com/product/chateau-la-tour-carnet-2010/122540,"Bordeaux Red Blends","Haut Medoc, Bordeaux, France",1,0,0,0,1,0
122541,"Chateau Pape Clement",2010,388.99,96,https://www.wine.com/product/chateau-pape-clement-2010/122541,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
122542,"Chateau La Commanderie",2010,23.99,91,https://www.wine.com/product/chateau-la-commanderie-2010/122542,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
122543,"Chateau Fombrauge",2010,29.99,92,https://www.wine.com/product/chateau-fombrauge-2010/122543,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
122555,"Chateau La Mondotte",2010,419,96,https://www.wine.com/product/chateau-la-mondotte-2010/122555,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
122557,"Chateau Canon",2010,159.99,96,https://www.wine.com/product/chateau-canon-2010/122557,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
122820,"Chateau Cantenac Brown",2010,85,94,https://www.wine.com/product/chateau-cantenac-brown-2010/122820,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
122822,"Chateau Larcis-Ducasse",2010,129.99,97,https://www.wine.com/product/chateau-larcis-ducasse-2010/122822,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
122823,"Chateau Faugeres",2010,69.99,95,https://www.wine.com/product/chateau-faugeres-2010/122823,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
122824,"Chateau Les Ormes de Pez",2010,44.99,95,https://www.wine.com/product/chateau-les-ormes-de-pez-2010/122824,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
122835,"Chateau Grand-Puy-Lacoste",2010,119.99,95,https://www.wine.com/product/chateau-grand-puy-lacoste-2010/122835,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
122853,"Chateau Pavie Decesse",2010,249.99,97,https://www.wine.com/product/chateau-pavie-decesse-2010/122853,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
122860,"Chateau Rauzan-Segla",2010,129,98,https://www.wine.com/product/chateau-rauzan-segla-2010/122860,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
122861,"Chateau Nenin",2010,79.99,96,https://www.wine.com/product/chateau-nenin-2010/122861,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
122863,"Chateau Giscours",2010,104.97,95,https://www.wine.com/product/chateau-giscours-2010/122863,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
122883,"Chateau Grand-Puy-Ducasse",2010,85,93,https://www.wine.com/product/chateau-grand-puy-ducasse-2010/122883,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
122890,"Chateau Troplong Mondot",2010,199.99,94,https://www.wine.com/product/chateau-troplong-mondot-2010/122890,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
122891,"Chateau Hosanna",2010,219.99,96,https://www.wine.com/product/chateau-hosanna-2010/122891,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
122892,"Chateau Monbousquet",2010,69.99,95,https://www.wine.com/product/chateau-monbousquet-2010/122892,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
122893,"Chateau Kirwan",2010,69.99,93,https://www.wine.com/product/chateau-kirwan-2010/122893,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
122895,"Chateau Certan de May",2010,189.99,95,https://www.wine.com/product/chateau-certan-de-may-2010/122895,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
122897,"Chateau Talbot",2010,71.99,94,https://www.wine.com/product/chateau-talbot-2010/122897,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
122898,"Chateau La Gaffeliere",2010,105,97,https://www.wine.com/product/chateau-la-gaffeliere-2010/122898,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
