id,name,vintage,price,JS,url,varietal,location,bordeauxBlends,syrah,pinot,italy,france,australia
154830,"Delas Cornas Chante-Perdrix",2013,56.99,91,https://www.wine.com/product/delas-cornas-chante-perdrix-2013/154830,Syrah/Shiraz,"Cornas, Rhone, France",0,1,0,0,1,0
154908,"Tenuta San Leonardo Terre di San Leonardo",2012,19.99,92,https://www.wine.com/product/tenuta-san-leonardo-terre-di-san-leonardo-2012/154908,"Bordeaux Red Blends","Trentino-Alto Adige, Italy",1,0,0,1,0,0
155161,"Castello dei Rampolla d'Alceo",2011,199.99,97,https://www.wine.com/product/castello-dei-rampolla-dalceo-2011/155161,"Bordeaux Red Blends","Tuscany, Italy",1,0,0,1,0,0
155179,"Planeta Burdese",2009,34.99,90,https://www.wine.com/product/planeta-burdese-2009/155179,"Bordeaux Red Blends","Sicily, Italy",1,0,0,1,0,0
155277,"Frescobaldi Tenuta di Castiglioni",2013,23.99,90,https://www.wine.com/product/frescobaldi-tenuta-di-castiglioni-2013/155277,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
155309,"Chateau Brane-Cantenac",2000,134.99,92,https://www.wine.com/product/chateau-brane-cantenac-2000/155309,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
155524,"Kalleske Moppa Shiraz",2013,36.99,93,https://www.wine.com/product/kalleske-moppa-shiraz-2013/155524,Syrah/Shiraz,"Barossa Valley, Barossa, Australia",0,1,0,0,0,1
155554,"Les Forts de Latour",2009,249,96,https://www.wine.com/product/les-forts-de-latour-2009/155554,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
155934,"Chateau Pape Clement",2013,135,92,https://www.wine.com/product/chateau-pape-clement-2013/155934,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
155948,"Arcanum Valadorna",2010,74.99,92,https://www.wine.com/product/arcanum-valadorna-2010/155948,"Bordeaux Red Blends","Tuscany, Italy",1,0,0,1,0,0
156169,"Hickinbotham Brooks Road Shiraz",2013,84.99,92,https://www.wine.com/product/hickinbotham-brooks-road-shiraz-2013/156169,Syrah/Shiraz,"McLaren Vale, Australia",0,1,0,0,0,1
156226,"Georges Vernay Cote-Rotie Maison Rouge",2013,139.99,93,https://www.wine.com/product/georges-vernay-cote-rotie-maison-rouge-2013/156226,Syrah/Shiraz,"Cote Rotie, Rhone, France",0,1,0,0,1,0
156616,"Yangarra Estate PF Shiraz",2015,29.99,91,https://www.wine.com/product/yangarra-estate-pf-shiraz-2015/156616,Syrah/Shiraz,"McLaren Vale, Australia",0,1,0,0,0,1
156684,"Holm Oak Tasmania Pinot Noir",2015,32.99,95,https://www.wine.com/product/holm-oak-tasmania-pinot-noir-2015/156684,"Pinot Noir","Tasmania, Australia",0,0,1,0,0,1
156777,"Albert Bichot Aloxe Corton Premier Cru Marechaudes",2013,78.99,92,https://www.wine.com/product/albert-bichot-aloxe-corton-premier-cru-marechaudes-2013/156777,"Pinot Noir","Aloxe-Corton, Cote de Beaune, Cote d'Or, Burgundy, France",0,0,1,0,1,0
156833,"Enclos Tourmaline",2015,149.99,98,https://www.wine.com/product/enclos-tourmaline-2015/156833,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
156891,"Tua Rita Rosso dei Notri",2013,23.99,92,https://www.wine.com/product/tua-rita-rosso-dei-notri-2013/156891,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
156931,"Orma Toscana",2011,79.99,97,https://www.wine.com/product/orma-toscana-2011/156931,"Bordeaux Red Blends","Tuscany, Italy",1,0,0,1,0,0
156955,Ornellaia,2013,219,98,https://www.wine.com/product/ornellaia-2013/156955,"Bordeaux Red Blends","Bolgheri, Tuscany, Italy",1,0,0,1,0,0
157046,"Tenuta San Guido Sassicaia",2013,204.99,98,https://www.wine.com/product/tenuta-san-guido-sassicaia-2013/157046,"Bordeaux Red Blends","Bolgheri, Tuscany, Italy",1,0,0,1,0,0
