id,name,vintage,price,RP,url,varietal,location,bordeauxBlends,syrah,pinot,italy,france,australia
14102,"Chateau Monbousquet",1997,62.97,92,https://www.wine.com/product/chateau-monbousquet-1997/14102,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
14118,"Chateau La Mission Haut-Brion",1996,145.99,90,https://www.wine.com/product/chateau-la-mission-haut-brion-1996/14118,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
14373,"Chateau Montrose",1996,199.97,96,https://www.wine.com/product/chateau-montrose-1996/14373,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
14378,"Chateau Cos d'Estournel",1996,279.97,93,https://www.wine.com/product/chateau-cos-destournel-1996/14378,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
14449,"Chateau Sociando-Mallet",1996,47.99,90,https://www.wine.com/product/chateau-sociando-mallet-1996/14449,"Bordeaux Red Blends","Haut Medoc, Bordeaux, France",1,0,0,0,1,0
15143,"Chateau Certan de May",1995,150,90,https://www.wine.com/product/chateau-certan-de-may-1995/15143,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
15330,"M. Chapoutier Hermitage Monier de la Sizeranne",1995,85,92,https://www.wine.com/product/m-chapoutier-hermitage-monier-de-la-sizeranne-1995/15330,Syrah/Shiraz,"Hermitage, Rhone, France",0,1,0,0,1,0
15355,"M. Chapoutier Ermitage Le Pavillon",1995,259,99,https://www.wine.com/product/m-chapoutier-ermitage-le-pavillon-1995/15355,Syrah/Shiraz,"Hermitage, Rhone, France",0,1,0,0,1,0
15587,"Chateau Haut-Marbuzet",1995,42.99,92,https://www.wine.com/product/chateau-haut-marbuzet-1995/15587,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
15741,"Chateau Lynch-Bages",1982,499.97,93,https://www.wine.com/product/chateau-lynch-bages-1982/15741,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
15752,"Chateau La Mission Haut-Brion",1998,459.97,98,https://www.wine.com/product/chateau-la-mission-haut-brion-1998/15752,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
18026,"Chateau Haut-Brion (scuffed labels)",1995,599.97,96,https://www.wine.com/product/chateau-haut-brion-scuffed-labels-1995/18026,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
19365,"Chateau Trotanoy",1995,209,93,https://www.wine.com/product/chateau-trotanoy-1995/19365,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
19554,"Chateau Grand-Puy-Lacoste",1996,169.97,91,https://www.wine.com/product/chateau-grand-puy-lacoste-1996/19554,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
19559,"Chateau L'Arrosee",1995,79.99,90,https://www.wine.com/product/chateau-larrosee-1995/19559,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
19560,"Chateau Leoville Las Cases",1994,159,93,https://www.wine.com/product/chateau-leoville-las-cases-1994/19560,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
19561,"Chateau Leoville Las Cases",1997,159.97,90,https://www.wine.com/product/chateau-leoville-las-cases-1997/19561,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
19565,"Chateau Mouton Rothschild",1996,629.97,94,https://www.wine.com/product/chateau-mouton-rothschild-1996/19565,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
19570,"Chateau Pichon Longueville Comtesse de Lalande",1994,125,91,https://www.wine.com/product/chateau-pichon-longueville-comtesse-de-lalande-1994/19570,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
19862,"Chateau Pontet-Canet",1994,99,93,https://www.wine.com/product/chateau-pontet-canet-1994/19862,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
20198,"Chateau Phelan Segur",1995,109.99,92,https://www.wine.com/product/chateau-phelan-segur-1995/20198,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
20445,"Chateau Beau-Sejour Becot",1998,99.97,91,https://www.wine.com/product/chateau-beau-sejour-becot-1998/20445,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
20447,"Chateau Coufran Haut-Medoc",1998,21.99,87,https://www.wine.com/product/chateau-coufran-haut-medoc-1998/20447,"Bordeaux Red Blends","Medoc, Bordeaux, France",1,0,0,0,1,0
21225,"Chateau Cos d'Estournel",1985,189.99,93,https://www.wine.com/product/chateau-cos-destournel-1985/21225,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
21232,"Chateau d'Armailhac",1997,58.99,87,https://www.wine.com/product/chateau-darmailhac-1997/21232,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
21234,"Chateau Grand-Puy-Lacoste",1998,59.99,90,https://www.wine.com/product/chateau-grand-puy-lacoste-1998/21234,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
21236,"Chateau Haut-Batailley",1995,7.99,91,https://www.wine.com/product/chateau-haut-batailley-1995/21236,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
21237,"Chateau Lafite Rothschild",1981,343.99,91,https://www.wine.com/product/chateau-lafite-rothschild-1981/21237,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
21243,"Chateau Lafite Rothschild",1995,749,95,https://www.wine.com/product/chateau-lafite-rothschild-1995/21243,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
21244,"Chateau Pontet-Canet",1996,129.97,92,https://www.wine.com/product/chateau-pontet-canet-1996/21244,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
21248,"Chateau Latour",1988,612.97,91,https://www.wine.com/product/chateau-latour-1988/21248,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
21256,"Les Forts de Latour",1996,74.49,90,https://www.wine.com/product/les-forts-de-latour-1996/21256,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
21269,"Chateau Ducru-Beaucaillou",1995,209.97,94,https://www.wine.com/product/chateau-ducru-beaucaillou-1995/21269,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
21279,"Chateau Leoville Las Cases",1996,299.97,98,https://www.wine.com/product/chateau-leoville-las-cases-1996/21279,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
21288,"Chateau Margaux",1997,499.97,90,https://www.wine.com/product/chateau-margaux-1997/21288,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
21291,"Chateau Rauzan-Segla",1995,129,90,https://www.wine.com/product/chateau-rauzan-segla-1995/21291,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
21294,"Chateau Haut-Brion",1985,499,95,https://www.wine.com/product/chateau-haut-brion-1985/21294,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
21295,"Chateau Haut-Brion",1986,639.97,94,https://www.wine.com/product/chateau-haut-brion-1986/21295,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
21297,"Chateau Haut-Brion",1998,759.97,96,https://www.wine.com/product/chateau-haut-brion-1998/21297,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
21333,"Chateau L'Evangile",1995,199,92,https://www.wine.com/product/chateau-levangile-1995/21333,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
21336,"Chateau La Conseillante Pomerol",1996,82.99,88,https://www.wine.com/product/chateau-la-conseillante-pomerol-1996/21336,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
21345,"Chateau Petrus",1997,785.99,91,https://www.wine.com/product/chateau-petrus-1997/21345,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
21354,"Chateau Figeac",1995,159.97,90,https://www.wine.com/product/chateau-figeac-1995/21354,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
21566,"Les Forts de Latour",1999,56.99,90,https://www.wine.com/product/les-forts-de-latour-1999/21566,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
22026,"Chateau Angelus",1994,184.99,93,https://www.wine.com/product/chateau-angelus-1994/22026,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
22029,"Chateau Leoville Las Cases",1982,529,95,https://www.wine.com/product/chateau-leoville-las-cases-1982/22029,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
22030,"Chateau Leoville Poyferre",1995,135,90,https://www.wine.com/product/chateau-leoville-poyferre-1995/22030,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
22064,"Chateau Lafon-Rochet",1996,82.97,90,https://www.wine.com/product/chateau-lafon-rochet-1996/22064,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
23696,"Chateau Clerc Milon",1998,109.97,91,https://www.wine.com/product/chateau-clerc-milon-1998/23696,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
23697,"Chateau d'Armailhac",1998,35.99,89,https://www.wine.com/product/chateau-darmailhac-1998/23697,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
24593,"Chateau Mouton Rothschild",1998,549.97,96,https://www.wine.com/product/chateau-mouton-rothschild-1998/24593,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
